,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
994,0.0,0.97,0.17,0.74,0.43,0.09,1.0,1.0,1.0,0.31,0.0,0.0,0.52,0.59,0.07,0.81,0.47,0.11,0.47,0.69,0.56,0.63,0.27,0.19,0.17,0.18,0.26,0.01,0.25,0.24,0.18,1.0,0.15,0.4,0.12,1.0,0.04,0.89,0.14,1.0,0.24,0.19,0.26,0.7,0.7,0.71,0.71,0.46,0.47,0.0,0.21,0.01,0.7,0.84,0.77,0.71,0.84,0.89,0.74,0.63,0.66,0.16,0.17,0.13,0.21,0.3,0.21,0.31,0.13,0.52,0.5,0.01,0.72,0.29,0.37,0.43,0.0,0.03,0.0,0.68,0.78,0.97,0.56,0.67,0.87,0.68,0.33,0.46,0.67,0.0,0.0,0.51,0.14,0.17,0.0,0.0,0.07204198921963567,0.21751022488193325,0.9260932683788481,0.24796060806740913,0.09562937870926647,0.22449091508327124,0.3261631075644835,0.2174757450339389,0.7318611488591458,0.7196804404151167,0.21169611871097938,0.12777278942888687,0.1361231288971433,0.26175248442196075,0.07552263434559525,0.543386657892772,0.2991827554623042,0.0,0.55,0.29,0.15880834352813722,0.07175529136561543,0.6926669678427997,0.41674552769312395,0.0,0.1991830449082883,0.03
995,0.01,0.33,0.54,0.56,0.01,0.01,0.43,0.5,0.35,0.54,0.03,1.0,0.17,0.5,0.18,0.21,0.55,0.35,0.25,0.19,0.2,0.23,0.21,0.12,0.41,0.05,0.26,0.02,0.34,0.67,0.76,0.14,0.26,0.58,1.0,0.13,1.0,0.19,0.74,0.39,0.71,0.76,0.36,0.33,0.31,0.33,0.42,0.8,0.86,0.01,0.38,0.0,0.24,0.17,0.31,0.53,0.0,0.0,0.01,0.01,0.96,0.04,0.15,0.14,0.34,0.29,0.42,0.33,0.13,0.66,0.0,0.02,0.78,0.37,0.44,0.44,0.5,0.56,0.61,0.07,0.06,0.08,0.1,0.14,0.14,0.18,0.31,0.37,0.56,0.0,0.0,0.0,0.79,0.57,0.7,0.79,0.07051816098948982,0.21746473525871862,0.9263206997474908,0.2485110296449977,0.10080924877843467,0.21539032997410712,0.34030269649310885,0.21748512705839768,0.7092109346947999,0.7280291942336893,0.228928076680587,0.1431459470377025,0.11244890190851053,0.25621510106221235,0.075443279466717,0.5729816033076427,0.29556570514144465,0.03,0.13,0.0,0.16247434078806988,0.07417191935191891,0.695562253508478,0.4086661291310378,0.0,0.19257897437861926,0.36
996,0.02,0.38,0.0,0.97,0.05,0.03,0.36,0.45,0.27,0.54,0.0,0.0,0.24,0.46,0.45,0.48,0.57,0.17,0.48,0.25,0.26,0.25,0.0,0.24,0.28,0.31,0.34,0.02,0.22,0.28,0.38,0.23,0.15,0.53,0.64,0.21,0.67,0.31,0.48,0.2,0.54,0.54,0.37,0.71,0.72,0.79,0.78,0.69,0.71,0.0,0.07,0.0,0.45,0.41,0.39,0.36,0.04,0.04,0.03,0.03,0.94,0.05,0.15,0.15,0.41,0.41,0.41,0.56,0.13,0.44,0.5,0.03,0.78,0.56,0.03,0.32,0.77,0.48,0.23,0.1,0.1,0.09,0.23,0.22,0.23,0.24,0.4,0.35,0.22,0.0,0.0,0.04,0.37,0.34,0.49,0.35,0.06875890604168688,0.21747916626074154,0.9241282970238578,0.2453743676729983,0.0997429543154944,0.21373922964721226,0.3457469449597945,0.21748285943278053,0.6916092930823008,0.7251737909323713,0.21661757081443855,0.13542383455475854,0.11260978639231367,0.2588433436896123,0.07627762971081836,0.56758181356929,0.2994773641891993,0.06,0.09,0.0,0.17538198767468882,0.0771826416005883,0.7007876086341933,0.43888430505038534,0.0,0.19902236044554678,0.08
997,0.0,0.31,0.0,0.91,0.01,0.2,0.47,0.46,0.32,0.55,0.0,0.0,0.14,0.38,1.0,0.45,0.59,0.33,0.35,0.16,0.17,0.17,0.49,0.16,0.09,0.13,0.17,0.01,0.44,0.33,0.38,0.2,0.25,0.46,0.15,0.51,0.49,0.23,0.52,0.35,0.46,0.51,0.4,0.6,0.67,0.68,0.56,0.47,0.51,0.0,0.15,0.0,0.33,0.25,0.31,0.29,0.07,0.04,0.05,0.04,0.87,0.04,0.17,0.14,0.3,0.33,0.29,0.54,0.11,0.56,0.0,0.02,0.59,0.53,0.31,0.75,0.33,0.47,0.28,0.05,0.04,0.05,0.08,0.12,0.14,0.1,0.33,0.4,0.46,0.0,0.0,0.08,0.58,0.55,0.65,0.73,0.06993022059434784,0.2174395339263507,0.9249745836827135,0.24909249262819383,0.09785371631292938,0.21105917972227228,0.3459079959774455,0.2175046284459641,0.706810192496921,0.7217445445610524,0.22786625849397346,0.14043245831074241,0.11859950145865006,0.2561320522048704,0.07923549224106399,0.5621431230924832,0.2983093805663989,0.01,0.16,0.02,0.1547681987520496,0.07718836059690448,0.6966942352809604,0.48314036981208675,0.0,0.20141651375448455,0.07
998,0.08,1.0,0.46,0.0,0.13,1.0,0.65,0.72,0.5,0.12,0.1,1.0,0.24,0.59,0.09,0.07,0.25,0.82,0.28,0.19,0.07,0.07,0.26,0.1,0.17,0.18,0.22,0.12,0.58,1.0,1.0,0.04,0.87,0.33,0.84,0.12,1.0,0.09,0.34,0.73,0.49,0.43,1.0,0.47,0.42,0.54,0.55,0.18,0.03,0.11,0.84,0.18,0.43,0.48,0.51,0.61,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.88,0.0,0.02,0.93,0.36,0.4,0.29,0.31,0.43,0.69,0.33,0.33,0.3,0.48,0.46,0.52,0.45,0.84,0.96,0.29,0.03,0.0,1.0,0.37,0.53,0.85,0.72,0.07140455898250997,0.21741407921593564,0.9252810655249486,0.24461152748170084,0.10124332236701905,0.22246419463996903,0.34805923695103136,0.2175120890275259,0.6194713459900147,0.7380803598797739,0.23262509054515101,0.14939611619940213,0.09570234232327901,0.26015248662298196,0.061917543242785755,0.5299450114418527,0.3136275083178474,0.01,1.0,0.35,0.16847037950809407,0.08220002441341423,0.7087462443091921,0.40486994762366507,0.0,0.20135915221630407,1.0
999,0.02,0.64,0.02,0.96,0.05,0.04,0.39,0.44,0.25,0.18,0.0,0.0,0.68,0.82,0.19,0.59,0.26,0.1,0.26,0.61,0.48,0.47,0.36,0.43,0.36,0.2,0.41,0.01,0.11,0.17,0.24,0.4,0.25,0.73,0.42,0.3,0.32,0.47,0.29,0.37,0.24,0.26,0.62,0.88,0.89,0.92,0.81,0.27,0.34,0.0,0.08,0.01,0.06,0.12,0.17,0.2,0.02,0.03,0.04,0.05,0.9,0.03,0.23,0.25,0.68,0.68,0.5,0.92,0.06,0.3,0.5,0.05,0.54,0.9,0.21,0.72,0.44,0.06,0.72,0.44,0.42,0.41,0.64,0.66,0.82,0.78,0.52,0.79,1.0,0.0,0.0,0.13,0.68,0.74,0.68,0.81,0.06840941908436893,0.21748775735137083,0.924301107203219,0.2457976964867565,0.09937718589161215,0.21198963369263568,0.34630101187758455,0.21747300202586972,0.6931138090707663,0.7224854987193821,0.21523162798287176,0.134720169199065,0.10747002788067128,0.26110342379139956,0.07723521178745371,0.5681144125498032,0.2924602287269909,0.22,0.03,0.14,0.1732516615702987,0.07985033122113283,0.700177511367976,0.4549130532773586,0.0,0.19354173506651917,0.04
1000,0.08,0.45,0.01,0.93,0.08,0.11,0.44,0.57,0.36,0.28,0.09,1.0,0.4,0.7,0.14,0.66,0.36,0.23,0.39,0.41,0.33,0.33,0.27,0.13,0.26,0.28,0.31,0.03,0.15,0.2,0.24,0.4,0.14,0.73,0.61,0.43,0.42,0.44,0.46,0.46,0.47,0.48,0.51,0.7,0.74,0.73,0.63,0.64,0.71,0.02,0.17,0.01,0.19,0.21,0.28,0.4,0.04,0.04,0.05,0.06,0.87,0.08,0.19,0.18,0.45,0.6,0.29,0.53,0.1,0.53,0.5,0.04,0.87,0.45,0.03,0.09,0.63,0.08,0.26,0.18,0.17,0.15,0.42,0.42,0.47,0.41,0.41,0.46,0.37,0.01,0.0,0.09,0.78,0.45,0.64,0.76,0.06933668625180966,0.21746821116100792,0.9239859459287334,0.24629516122813247,0.0982175743188155,0.21205498635355613,0.34498077207711864,0.21746707917826333,0.7125787578987586,0.7301385747673365,0.22057518686856148,0.13402503377859426,0.10476102496349127,0.2591667499379263,0.07235833047451856,0.5786736257277574,0.3088370003701738,0.05,0.27,0.08,0.15973357228067686,0.07627291573158246,0.69862396054448,0.4481950061126893,0.0,0.191352884293587,0.06
1001,0.02,0.45,0.76,0.38,0.08,0.0,0.47,0.53,0.34,0.38,0.03,0.98,0.23,0.53,0.11,0.28,0.47,0.4,0.33,0.27,0.24,0.34,0.19,0.01,0.17,0.04,0.26,0.04,0.55,0.52,0.52,0.3,0.44,0.52,0.73,0.54,0.65,0.35,0.56,0.41,0.6,0.61,0.5,0.4,0.37,0.34,0.41,0.9,0.83,0.03,0.59,0.0,0.24,0.8,0.78,0.8,0.03,0.08,0.07,0.07,0.96,0.06,0.26,0.25,0.47,0.48,0.46,0.53,0.23,0.46,0.5,0.04,0.68,0.53,0.36,0.52,0.65,0.53,0.37,0.09,0.1,0.11,0.04,0.11,0.16,0.15,0.41,0.09,0.44,0.03,0.0,0.04,0.82,0.59,0.76,0.75,0.06813819635203133,0.2174708707210724,0.9233607573152263,0.24531113311044309,0.09425098079230132,0.2172865651290723,0.3376686321758716,0.21748853916324531,0.6553212476450097,0.7244239896764197,0.2242063758916304,0.1365550833571782,0.12164123487861778,0.2595610558271746,0.07366537418229813,0.5557540898977422,0.2834497668012894,0.13,0.04,0.02,0.17109923935801052,0.07758890297831111,0.6896724129664644,0.5095810579675195,0.0,0.1856320859115752,1.0
1002,0.07,0.24,0.06,0.86,0.19,0.18,0.27,0.5,0.34,0.58,0.08,1.0,0.32,0.48,0.23,0.56,0.52,0.3,0.64,0.35,0.4,0.4,0.33,0.28,0.28,0.35,0.39,0.04,0.23,0.12,0.21,0.38,0.28,0.5,0.2,0.5,0.22,0.5,0.67,0.5,0.75,0.75,0.26,0.48,0.54,0.69,0.4,0.35,0.44,0.02,0.15,0.03,0.35,0.35,0.42,0.43,0.22,0.19,0.21,0.2,0.79,0.11,0.12,0.09,0.25,0.3,0.26,0.36,0.2,0.67,0.0,0.05,0.87,0.36,0.03,0.11,0.52,0.09,0.2,0.42,0.41,0.39,0.56,0.52,0.6,0.5,0.71,0.55,0.08,0.0,0.0,0.27,0.4,0.42,0.69,0.67,0.07063732642372589,0.2174768286977012,0.9244926351444971,0.24475658805013203,0.09597612146913859,0.2129139854644706,0.3507592861232677,0.21747268496502697,0.7015242627168949,0.726433924966828,0.22342614674706074,0.13618854335432146,0.12642796134108159,0.2572958961146502,0.07059550269756334,0.5692739089026377,0.3296837549094913,0.02,0.48,0.16,0.16467456154249616,0.07536254058643133,0.708851252017038,0.43414798194398846,0.0,0.20122098098853858,0.2
1003,0.07,0.34,0.02,0.91,0.17,0.04,0.63,0.71,0.68,0.43,0.08,1.0,0.22,0.5,0.19,0.58,0.45,0.29,0.49,0.29,0.29,0.28,0.16,0.21,0.29,0.18,0.31,0.07,0.44,0.17,0.24,0.45,0.27,0.49,0.26,0.53,0.34,0.42,0.53,0.69,0.55,0.56,0.31,0.52,0.57,0.63,0.53,0.44,0.55,0.02,0.19,0.02,0.37,0.39,0.39,0.44,0.18,0.17,0.16,0.16,0.9,0.09,0.14,0.11,0.27,0.35,0.25,0.42,0.13,0.65,0.0,0.05,0.85,0.39,0.18,0.31,0.48,0.16,0.19,0.18,0.19,0.22,0.28,0.3,0.34,0.29,0.65,0.34,0.25,0.08,0.03,0.21,0.51,0.29,0.4,0.61,0.06913195922442572,0.2175044290277267,0.9247475414679696,0.24729515030284266,0.09503347166824805,0.21238630124540192,0.34470221974500836,0.2174596340808399,0.7222969107638204,0.7224786213372506,0.2135624574243532,0.13086873985412512,0.13765286461274784,0.2604680970171396,0.07042604436599095,0.5679826414959654,0.29835491851645934,0.06,0.2,0.18,0.17053449852348368,0.07692565372061333,0.7010468512424874,0.4680184115837924,0.0,0.19476342466211705,0.14
1004,0.2,0.33,0.89,0.26,0.12,0.02,0.49,0.65,0.48,0.35,0.22,1.0,0.26,0.65,0.19,0.4,0.37,0.34,0.37,0.31,0.32,0.44,0.26,0.21,0.27,0.3,0.37,0.17,0.39,0.3,0.36,0.57,0.26,0.58,0.27,0.93,0.26,0.56,0.55,0.68,0.6,0.61,0.37,0.32,0.35,0.42,0.26,0.73,0.78,0.18,0.76,0.03,0.74,0.76,0.75,0.74,0.2,0.18,0.16,0.15,0.91,0.05,0.18,0.15,0.29,0.36,0.28,0.31,0.14,0.65,0.0,0.24,0.7,0.3,0.31,0.42,0.65,0.38,0.23,0.16,0.16,0.19,0.24,0.28,0.32,0.31,0.4,0.53,0.51,0.07,0.0,0.11,0.62,0.33,0.43,0.35,0.07324758320718139,0.21737781953340266,0.9224296604862017,0.25069455508791444,0.10944237746421681,0.21077075947188306,0.34143636262314325,0.2175164326516793,0.619576999795131,0.7370518400724284,0.246561786449638,0.1358023065559218,0.09147227789859702,0.2522549870086172,0.05737910510484359,0.5572704784533362,0.3192719871679038,0.2,0.16,0.17,0.1890976554022833,0.0741729889653363,0.6839444634654646,0.464129924886578,0.0,0.1994115723616543,0.48
1005,0.01,0.71,0.25,0.08,1.0,0.19,0.4,0.42,0.21,0.11,0.03,1.0,0.73,0.96,0.15,0.59,0.06,0.21,0.21,0.65,0.47,0.55,0.51,0.27,0.38,0.48,0.52,0.0,0.04,0.13,0.14,0.56,0.24,0.83,0.23,0.36,0.24,0.55,0.29,0.33,0.37,0.34,0.77,0.86,0.83,0.89,0.83,0.86,0.93,0.0,0.03,0.03,0.2,0.26,0.38,0.44,0.44,0.51,0.66,0.7,0.3,0.29,0.52,0.54,0.78,0.73,0.85,0.86,0.36,0.37,0.5,0.02,0.77,0.88,0.04,0.17,0.96,0.02,0.29,0.55,0.59,0.58,1.0,0.92,1.0,0.98,0.52,0.86,0.32,0.0,0.0,0.93,0.46,0.3,0.33,0.75,0.06969859932709266,0.21747781273488345,0.9246279900522895,0.2437212491373425,0.09581942259681564,0.2148694803081781,0.336898585972942,0.21748907626904163,0.6636698229232723,0.7392375986281134,0.2055934521876157,0.11480694799489072,0.1335882881664372,0.2652468950916308,0.08263645937350828,0.5561261091955483,0.29128978551195867,0.01,0.25,0.35,0.14495124359670564,0.07392189372359015,0.7034208373685518,0.44359614054430085,0.0,0.19422721404498144,0.13
1006,0.28,0.36,0.79,0.36,0.04,0.01,0.47,0.55,0.41,0.43,0.29,1.0,0.13,0.34,0.11,0.27,0.52,0.76,0.61,0.16,0.16,0.2,0.21,0.18,0.23,0.17,0.35,0.42,0.71,0.37,0.55,0.18,0.71,0.28,0.42,0.48,0.52,0.31,0.88,0.62,0.86,0.9,0.47,0.12,0.13,0.1,0.07,0.27,0.25,0.36,0.88,0.02,0.29,0.31,0.42,0.43,0.03,0.03,0.03,0.03,0.95,0.02,0.32,0.26,0.35,0.35,0.39,0.38,0.13,0.61,0.0,0.41,0.61,0.39,1.0,0.62,0.15,0.53,0.32,0.06,0.05,0.05,0.11,0.16,0.17,0.17,0.66,0.23,0.5,0.24,0.01,0.04,0.69,0.54,0.78,0.75,0.1,0.27,0.91,0.28,0.11,0.23,0.27,0.27,0.48,0.72,0.43,0.01,0.04,0.3,0.04,0.79,0.66,0.16,0.28,0.42,0.29,0.1,0.49,0,0.24,0.25,0.67
1007,0.03,0.49,0.02,0.96,0.1,0.01,0.37,0.43,0.25,0.28,0.04,1.0,0.46,0.73,0.24,0.64,0.31,0.1,0.49,0.45,0.38,0.36,0.34,0.16,0.59,0.06,0.4,0.01,0.07,0.12,0.22,0.49,0.14,0.65,0.58,0.49,0.29,0.59,0.33,0.3,0.37,0.36,0.51,0.83,0.86,0.93,0.71,0.4,0.42,0.0,0.08,0.01,0.15,0.33,0.32,0.35,0.04,0.07,0.06,0.06,0.93,0.02,0.15,0.16,0.53,0.61,0.27,0.74,0.03,0.38,0.5,0.02,0.88,0.68,0.02,0.55,0.67,0.02,0.0,0.18,0.17,0.17,0.38,0.36,0.38,0.41,0.23,0.42,0.35,0.0,0.0,0.1,0.74,0.56,0.68,0.73,0.06942907847354363,0.21744474166962804,0.9243531321855554,0.24541478305572553,0.09874221710755648,0.2126858437370125,0.3475005241771183,0.21750308736912258,0.6881841690357713,0.7300826168813442,0.22247245013522476,0.1359510264473362,0.11276360783655126,0.2589327361380732,0.07491932051443406,0.5547797641482168,0.3145391493871069,0.05,0.13,0.05,0.1549599536696885,0.07587867740994136,0.7007526401369595,0.41195411619480315,0.0,0.19941476811398795,0.04
1008,0.03,0.37,0.16,0.83,0.09,0.05,0.5,0.65,0.52,0.41,0.04,1.0,0.31,0.52,0.28,0.54,0.44,0.44,0.64,0.35,0.38,0.39,0.27,0.21,0.25,0.24,0.35,0.03,0.32,0.2,0.26,0.52,0.36,0.58,0.15,0.56,0.14,0.51,0.51,0.72,0.59,0.57,0.4,0.42,0.48,0.38,0.31,0.28,0.4,0.02,0.38,0.01,0.48,0.44,0.45,0.45,0.18,0.14,0.13,0.12,0.88,0.06,0.22,0.16,0.29,0.32,0.34,0.25,0.06,0.58,0.0,0.1,0.38,0.27,0.07,0.46,0.0,0.22,0.14,0.38,0.39,0.39,0.39,0.49,0.59,0.5,0.57,0.65,0.75,0.02,0.0,0.15,0.41,0.37,0.41,0.13,0.01,0.38,0.98,0.46,0.02,0.4,0.36,0.38,0.92,0.88,0.17,0.03,0,0.14,0.03,0.36,0.44,0.02,0.3,0.12,0,0,0.8,0,0.79,0.21,0.49
1009,0.01,0.6,0.19,0.66,0.53,0.18,0.38,0.57,0.31,0.05,0.03,1.0,0.7,1.0,0.23,0.56,0.05,0.06,0.17,0.64,0.49,0.52,0.39,0.2,0.28,0.41,0.52,0.0,0.07,0.17,0.19,0.62,0.09,1.0,0.15,0.31,0.21,0.6,0.39,0.48,0.49,0.46,0.62,0.78,0.79,0.87,0.8,0.86,0.89,0.0,0.19,0.02,0.61,0.81,0.86,0.9,0.78,0.9,0.88,0.84,0.62,0.28,0.36,0.36,0.66,0.65,0.64,0.56,0.23,0.27,0.5,0.02,0.78,0.57,0.18,0.12,0.77,0.09,0.17,0.44,0.43,0.39,0.74,0.66,0.73,0.67,0.38,0.7,0.21,0.01,0.0,0.54,0.22,0.19,0.28,0.2,0.07161053213700896,0.217442309209722,0.926105594633504,0.2448848284182497,0.10028014595013846,0.21328227937016586,0.3433758990601148,0.217509279681716,0.6598530582574833,0.7262164937054635,0.23014225801406518,0.1393753499114449,0.10542089144168676,0.2526049438406419,0.07310157924631616,0.5636451780512393,0.29919819938693504,0.01,0.32,0.18,0.15285630590714494,0.07230123873330208,0.7014287949478422,0.39247515218454354,0.0,0.20469470771158305,0.05
1010,0.01,0.52,0.04,0.84,0.33,0.11,0.24,0.42,0.12,0.0,0.0,0.0,0.78,1.0,0.55,0.62,0.0,0.01,0.08,0.71,0.6,0.61,0.41,0.18,0.35,0.34,0.56,0.0,0.05,0.06,0.06,0.77,0.07,0.95,0.34,0.26,0.12,0.78,0.34,0.15,0.41,0.39,0.5,0.88,0.9,0.93,0.72,0.55,0.58,0.0,0.07,0.01,0.38,0.44,0.53,0.65,0.2,0.2,0.22,0.25,0.79,0.09,0.12,0.15,0.58,0.6,0.45,0.76,0.11,0.26,0.5,0.02,0.75,0.73,0.06,0.54,0.96,0.04,0.18,0.27,0.26,0.26,0.48,0.5,0.61,0.52,0.2,0.58,0.42,0.0,0.0,0.22,0.44,0.15,0.25,0.39,0.06986444527381674,0.21748313283071155,0.9247962225205968,0.24472330024173247,0.09664534726346763,0.22171283866300007,0.33745086073487207,0.21747910471188078,0.6964586281278122,0.7234697754832684,0.21685287791988073,0.13510057456025054,0.11607457116743902,0.2591983111135604,0.07426362492322594,0.5739758249352465,0.2798343674288501,0.04,0.1,0.04,0.1625544088387182,0.07714786476044944,0.7044670233541059,0.43732355571356607,0.0,0.19409174464946166,0.02
1011,0.04,0.84,0.08,0.3,0.1,1.0,0.55,0.66,0.45,0.24,0.06,1.0,0.24,0.61,0.39,0.2,0.33,0.55,0.33,0.19,0.14,0.2,0.16,0.17,0.24,0.2,0.23,0.07,0.56,1.0,0.86,0.13,0.66,0.44,0.04,0.27,0.38,0.16,0.45,0.53,0.59,0.54,0.96,0.54,0.5,0.59,0.61,0.45,0.41,0.04,0.47,0.08,0.49,0.59,0.63,0.64,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.88,0.78,0.95,0.31,1.0,0.72,0.0,0.12,0.24,0.37,0.5,0.15,0.75,0.42,0.54,0.19,0.17,0.16,0.32,0.38,0.42,0.37,0.63,0.57,0.24,0.01,0.02,0.93,0.43,0.39,0.58,0.59,0.07167994610534845,0.21746301006317714,0.9256180979636333,0.24673904539447167,0.09920821195335094,0.2077584629581326,0.35302620557536735,0.2174936944105004,0.6897900369263392,0.7262831380162007,0.21950337855212565,0.13631855341227145,0.10018676401464788,0.2583880675256914,0.07114665140626136,0.5255763307444157,0.2996700696788437,0.05,0.18,0.06,0.1760945992570454,0.07216347555444735,0.6960894328366116,0.44077860005055025,0.0,0.19938270362482746,0.39
1012,0.03,0.44,0.33,0.59,0.13,0.22,0.7,0.8,0.72,0.39,0.05,1.0,0.24,0.51,0.0,0.41,0.5,0.49,0.44,0.26,0.27,0.3,0.26,0.15,0.22,0.23,0.29,0.03,0.4,0.38,0.42,0.28,0.52,0.52,0.4,0.61,0.35,0.3,0.58,0.84,0.64,0.63,0.4,0.28,0.29,0.33,0.22,0.51,0.46,0.03,0.57,0.01,0.38,0.43,0.43,0.44,0.17,0.18,0.16,0.15,0.67,0.17,0.27,0.19,0.28,0.32,0.32,0.19,0.21,0.7,0.0,0.07,0.56,0.2,0.38,0.35,0.0,0.38,0.3,0.32,0.32,0.31,0.33,0.41,0.45,0.41,0.57,0.83,0.63,0.02,0.0,0.19,0.42,0.37,0.46,0.24,0.068851145545888,0.21734913463424083,0.9244267976306303,0.25027969120754723,0.09650702297701641,0.22337847827500723,0.33309882545333447,0.21756708714820489,0.6842701966300928,0.7257258995621365,0.23010774704288062,0.14334858070631812,0.12160601822259931,0.2542330565221135,0.0733586557324892,0.5538860201123224,0.3339246335663473,0.01,0.43,0.16,0.15505229730263792,0.0774365845033208,0.685248150449655,0.40331978321757517,0.0,0.18791188180701823,0.29
1013,0.01,0.56,0.02,0.95,0.15,0.01,0.48,0.33,0.27,0.48,0.02,1.0,0.85,0.6,0.41,0.86,0.49,0.1,0.55,0.83,0.83,0.82,0.58,0.0,0.43,0.33,1.0,0.0,0.04,0.07,0.07,0.85,0.17,0.53,0.28,0.71,0.05,0.85,0.05,0.28,0.15,0.11,0.49,0.93,0.95,0.94,0.81,0.51,0.44,0.0,0.0,0.01,0.29,0.36,0.41,0.39,0.14,0.15,0.16,0.14,0.83,0.07,0.12,0.15,0.56,0.54,0.37,0.96,0.01,0.1,0.5,0.01,0.91,0.95,0.0,0.52,0.4,0.0,0.05,0.53,0.55,0.62,0.29,0.59,0.91,0.75,0.7,0.34,0.44,0.0,0.0,0.2,0.58,0.83,0.79,0.66,0.0697199247495649,0.21742258301180595,0.9250933220797372,0.24745198104769883,0.09405230377648022,0.21571331207460398,0.3437078500439201,0.2175211226805551,0.6923980734719781,0.7301500577245774,0.22669829965979515,0.13962831029625405,0.1180112177879783,0.2565096918873415,0.07689815986359455,0.533859026611299,0.3161893642648516,0.02,0.14,0.01,0.16287357853903084,0.07952411756151467,0.7013188560202828,0.4520960094558919,0.0,0.1909409414500436,0.02
1014,0.01,0.24,0.12,0.55,1.0,0.15,0.22,0.39,0.2,0.41,0.03,1.0,0.38,0.56,0.19,0.72,0.37,0.17,0.41,0.39,0.45,0.5,0.45,0.16,0.29,0.3,0.42,0.01,0.24,0.1,0.11,0.91,0.13,0.58,0.14,1.0,0.13,0.92,0.55,0.46,0.66,0.64,0.29,0.54,0.6,0.82,0.33,0.52,0.54,0.0,0.19,0.03,0.64,0.71,0.76,0.73,1.0,1.0,1.0,0.94,0.49,0.29,0.07,0.06,0.27,0.26,0.33,0.3,0.25,0.84,0.0,0.01,0.88,0.32,0.11,0.18,0.13,0.04,0.14,0.64,0.65,0.61,0.38,0.59,0.79,0.58,0.47,0.63,0.17,0.0,0.0,0.75,0.4,0.38,0.35,0.46,0.06934544858614233,0.21746565990250746,0.923829459343185,0.24548456546720254,0.09458030119199912,0.22111485753208937,0.33539498799925815,0.21748475236180168,0.6680960018413207,0.7290455067195184,0.23642290384901243,0.14036651207061585,0.14358892264527812,0.25368796753716766,0.08036976317510836,0.5734596565757335,0.3169913566345157,0.0,0.8,0.98,0.15496953967668403,0.07064596428498804,0.6969231301083694,0.3453019754263514,0.0,0.1973654580720332,0.25
